2022-05-05 10:49:21,437 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] alter table acl_usuarios_roles drop foreign key FKlvaabh8huanp3j8l9jxex9ie
2022-05-05 10:49:21,552 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] alter table acl_usuarios_roles drop foreign key FKob6s6te670atp808wxs171ltk
2022-05-05 10:49:21,584 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] drop table if exists acl_roles
2022-05-05 10:49:21,687 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] drop table if exists acl_usuarios
2022-05-05 10:49:21,713 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] drop table if exists acl_usuarios_roles
2022-05-05 10:49:21,737 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] drop table if exists usuarios
2022-05-05 10:49:21,789 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] create table acl_roles (id bigint not null auto_increment, nombre varchar(20), primary key (id)) engine=InnoDB
2022-05-05 10:49:21,823 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] create table acl_usuarios (id bigint not null auto_increment, activo bit, nick varchar(20), password varchar(60), primary key (id)) engine=InnoDB
2022-05-05 10:49:21,849 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] create table acl_usuarios_roles (acl_usuario_id bigint not null, acl_role_id bigint not null) engine=InnoDB
2022-05-05 10:49:21,877 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] create table usuarios (id_usuario bigint not null auto_increment, apellidos varchar(30) not null, contrasenia varchar(255) not null, email varchar(255) not null, fecha_nac date not null, foto varchar(60) default 'usuario.png' not null, nick varchar(16) not null, nombre varchar(30) not null, primary key (id_usuario)) engine=InnoDB
2022-05-05 10:49:21,909 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] alter table acl_roles add constraint UK_evkjpcpc1dgb5csqy6uh8rvq4 unique (nombre)
2022-05-05 10:49:21,950 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] alter table acl_usuarios add constraint UK_ict4y46h47q14wagsj7ci1oos unique (nick)
2022-05-05 10:49:21,990 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] alter table usuarios add constraint UK_kfsp0s1tflm1cwlj8idhqsad0 unique (email)
2022-05-05 10:49:22,092 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] alter table usuarios add constraint UK_msc0amciyjnaxc7adtucv478g unique (nick)
2022-05-05 10:49:22,128 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] alter table acl_usuarios_roles add constraint FKlvaabh8huanp3j8l9jxex9ie foreign key (acl_role_id) references acl_roles (id)
2022-05-05 10:49:22,193 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] alter table acl_usuarios_roles add constraint FKob6s6te670atp808wxs171ltk foreign key (acl_usuario_id) references acl_usuarios (id)
2022-05-05 10:49:22,288 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba1','prueba','prueba1prueba1','prueba1','prueba1@gmail.com','2000-01-01')
2022-05-05 10:49:22,334 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba14','prueba','prueba14prueba14','prueba14','prueba14@gmail.com','2000-01-01')
2022-05-05 10:49:22,338 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba15','prueba','prueba15prueba15','prueba15','prueba15@gmail.com','2000-01-01')
2022-05-05 10:49:22,342 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba16','prueba','prueba16prueba16','prueba16','prueba16@gmail.com','2000-01-01')
2022-05-05 10:49:22,345 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba17','prueba','prueba17prueba17','prueba17','prueba17@gmail.com','2000-01-01')
2022-05-05 10:49:22,348 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba18','prueba','prueba18prueba18','prueba18','prueba18@gmail.com','2000-01-01')
2022-05-05 10:49:22,351 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba19','prueba','prueba19prueba19','prueba19','prueba19@gmail.com','2000-01-01')
2022-05-05 10:49:22,356 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba20','prueba','prueba20prueba20','prueba20','prueba20@gmail.com','2000-01-01')
2022-05-05 10:49:22,360 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba21','prueba','prueba21prueba21','prueba21','prueba21@gmail.com','2000-01-01')
2022-05-05 10:49:22,364 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba22','prueba','prueba22prueba22','prueba22','prueba22@gmail.com','2000-01-01')
2022-05-05 10:49:22,368 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba23','prueba','prueba23prueba23','prueba23','prueba23@gmail.com','2000-01-01')
2022-05-05 10:49:22,373 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba24','prueba','prueba24prueba24','prueba24','prueba24@gmail.com','2000-01-01')
2022-05-05 10:49:22,376 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba25','prueba','prueba25prueba25','prueba25','prueba25@gmail.com','2000-01-01')
2022-05-05 10:49:22,380 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba26','prueba','prueba26prueba26','prueba26','prueba26@gmail.com','2000-01-01')
2022-05-05 10:49:22,383 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba27','prueba','prueba27prueba27','prueba27','prueba27@gmail.com','2000-01-01')
2022-05-05 10:49:22,386 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba28','prueba','prueba28prueba28','prueba28','prueba28@gmail.com','2000-01-01')
2022-05-05 10:49:22,483 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba29','prueba','prueba29prueba29','prueba29','prueba29@gmail.com','2000-01-01')
2022-05-05 10:49:22,486 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba30','prueba','prueba30prueba30','prueba30','prueba30@gmail.com','2000-01-01')
2022-05-05 10:49:22,490 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba31','prueba','prueba31prueba31','prueba31','prueba31@gmail.com','2000-01-01')
2022-05-05 10:49:22,493 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba32','prueba','prueba32prueba32','prueba32','prueba32@gmail.com','2000-01-01')
2022-05-05 10:49:22,495 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba33','prueba','prueba33prueba33','prueba33','prueba33@gmail.com','2000-01-01')
2022-05-05 10:49:22,498 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba34','prueba','prueba34prueba34','prueba34','prueba34@gmail.com','2000-01-01')
2022-05-05 10:49:22,502 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba35','prueba','prueba35prueba35','prueba35','prueba35@gmail.com','2000-01-01')
2022-05-05 10:49:22,506 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba36','prueba','prueba36prueba36','prueba36','prueba36@gmail.com','2000-01-01')
2022-05-05 10:49:22,510 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba37','prueba','prueba37prueba37','prueba37','prueba37@gmail.com','2000-01-01')
2022-05-05 10:49:22,517 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba38','prueba','prueba38prueba38','prueba38','prueba38@gmail.com','2000-01-01')
2022-05-05 10:49:22,525 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba39','prueba','prueba39prueba39','prueba39','prueba39@gmail.com','2000-01-01')
2022-05-05 10:49:22,533 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba40','prueba','prueba40prueba40','prueba40','prueba40@gmail.com','2000-01-01')
2022-05-05 10:49:22,542 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba41','prueba','prueba41prueba41','prueba41','prueba41@gmail.com','2000-01-01')
2022-05-05 10:49:22,549 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba42','prueba','prueba42prueba42','prueba42','prueba42@gmail.com','2000-01-01')
2022-05-05 10:49:22,559 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba43','prueba','prueba43prueba43','prueba43','prueba43@gmail.com','2000-01-01')
2022-05-05 10:49:22,566 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba44','prueba','prueba44prueba44','prueba44','prueba44@gmail.com','2000-01-01')
2022-05-05 10:49:22,573 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba45','prueba','prueba45prueba45','prueba45','prueba45@gmail.com','2000-01-01')
2022-05-05 10:49:22,581 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba46','prueba','prueba46prueba46','prueba46','prueba46@gmail.com','2000-01-01')
2022-05-05 10:49:22,589 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba47','prueba','prueba47prueba47','prueba47','prueba47@gmail.com','2000-01-01')
2022-05-05 10:49:22,596 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba48','prueba','prueba48prueba48','prueba48','prueba48@gmail.com','2000-01-01')
2022-05-05 10:49:22,604 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba49','prueba','prueba49prueba49','prueba49','prueba49@gmail.com','2000-01-01')
2022-05-05 10:49:22,613 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba50','prueba','prueba50prueba50','prueba50','prueba50@gmail.com','2000-01-01')
2022-05-05 10:49:22,621 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba51','prueba','prueba51prueba51','prueba51','prueba51@gmail.com','2000-01-01')
2022-05-05 10:49:22,627 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba52','prueba','prueba52prueba52','prueba52','prueba52@gmail.com','2000-01-01')
2022-05-05 10:49:22,631 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba53','prueba','prueba53prueba53','prueba53','prueba53@gmail.com','2000-01-01')
2022-05-05 10:49:22,636 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba54','prueba','prueba54prueba54','prueba54','prueba54@gmail.com','2000-01-01')
2022-05-05 10:49:22,641 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba55','prueba','prueba55prueba55','prueba55','prueba55@gmail.com','2000-01-01')
2022-05-05 10:49:22,645 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba56','prueba','prueba56prueba56','prueba56','prueba56@gmail.com','2000-01-01')
2022-05-05 10:49:22,649 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba57','prueba','prueba57prueba57','prueba57','prueba57@gmail.com','2000-01-01')
2022-05-05 10:49:22,653 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba58','prueba','prueba58prueba58','prueba58','prueba58@gmail.com','2000-01-01')
2022-05-05 10:49:22,657 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba59','prueba','prueba59prueba59','prueba59','prueba59@gmail.com','2000-01-01')
2022-05-05 10:49:22,662 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba60','prueba','prueba60prueba60','prueba60','prueba60@gmail.com','2000-01-01')
2022-05-05 10:49:22,669 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba61','prueba','prueba61prueba61','prueba61','prueba61@gmail.com','2000-01-01')
2022-05-05 10:49:22,677 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba62','prueba','prueba62prueba62','prueba62','prueba62@gmail.com','2000-01-01')
2022-05-05 10:49:22,685 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba63','prueba','prueba63prueba63','prueba63','prueba63@gmail.com','2000-01-01')
2022-05-05 10:49:22,691 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba64','prueba','prueba64prueba64','prueba64','prueba64@gmail.com','2000-01-01')
2022-05-05 10:49:22,696 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba65','prueba','prueba65prueba65','prueba65','prueba65@gmail.com','2000-01-01')
2022-05-05 10:49:22,700 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba66','prueba','prueba66prueba66','prueba66','prueba66@gmail.com','2000-01-01')
2022-05-05 10:49:22,704 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba67','prueba','prueba67prueba67','prueba67','prueba67@gmail.com','2000-01-01')
2022-05-05 10:49:22,708 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba68','prueba','prueba68prueba68','prueba68','prueba68@gmail.com','2000-01-01')
2022-05-05 10:49:22,712 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba69','prueba','prueba69prueba69','prueba69','prueba69@gmail.com','2000-01-01')
2022-05-05 10:49:22,715 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba70','prueba','prueba70prueba70','prueba70','prueba70@gmail.com','2000-01-01')
2022-05-05 10:49:22,718 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba71','prueba','prueba71prueba71','prueba71','prueba71@gmail.com','2000-01-01')
2022-05-05 10:49:22,721 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba72','prueba','prueba72prueba72','prueba72','prueba72@gmail.com','2000-01-01')
2022-05-05 10:49:22,725 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba73','prueba','prueba73prueba73','prueba73','prueba73@gmail.com','2000-01-01')
2022-05-05 10:49:22,728 DEBUG org.hibernate.engine.jdbc.spi.SqlStatementLogger [restartedMain] INSERT INTO `usuarios` (nick, nombre, apellidos, contrasenia, email, fecha_nac) VALUES ('prueba74','prueba','prueba74prueba74','prueba74','prueba74@gmail.com','2000-01-01')
